0,5,12.8
0,5,12.8
0,5,12.8
0,5,12.8
6,5,12.8
0,4,12.8
2,3,12.8
2,1,12.8
-2,3,12.8
0,1,12.8
2,-1,12.8
-2,1,12.8
1,0,12.8
0,0,12.8
-2,1,12.8
2,-1,12.8
-1,1,12.8
-4,-3,12.8
-4,-3,12.8
-2,-3,12.8
1,0,12.8
1,0,12.8
3,0,12.8
3,1,12.8
0,2,12.8
0,2,12.8
0,2,12.8
5,4,12.8
-1,4,12.8
-2,4,12.8
-3,2,12.8
0,0,12.8
-4,0,12.8
0,0,12.8
0,0,12.8
9,1,12.8
0,1,12.8
3,2,12.8
-1,1,12.8
-2,4,12.8
0,4,12.8
0,-3,12.8
2,0,12.8
1,9,12.8
-1,6,12.8
7,-2,12.8
-1,1,12.8
-5,9,12.8
-6,5,12.8
0,0,12.8
8,2,12.8
0,0,12.8
5,-6,12.8
-2,4,12.8
-2,2,12.8
0,0,12.8
5,3,12.8
-5,3,12.8
2,-1,12.8
-2,2,12.8
0,0,12.8
2,3,12.8
2,1,12.8
-2,1,12.8
3,0,12.8
-2,1,12.8
0,0,12.8
7,0,12.8
1,6,12.8
0,0,12.8
-2,2,12.8
2,0,12.8
0,0,12.8
0,0,12.8
-1,4,12.8
-2,0,12.8
-1,2,12.8
-2,2,12.8
2,0,12.8
-3,-2,12.8
-3,2,12.8
8,-1,12.8
0,0,12.8
-4,9,12.8
6,4,12.8
-8,6,12.8
7,-3,12.8
-2,2,12.8
0,0,12.8
8,-3,12.8
-5,7,12.8
-1,2,12.8
0,0,12.8
6,-7,12.8
0,-2,12.8
0,0,12.8
0,0,12.8
0,0,12.8
5,-1,12.8
0,0,12.8
0,0,12.8
0,0,12.8
5,-5,12.8
0,-4,12.8
0,0,12.8
2,9,12.8
-1,2,12.8
3,-1,12.8
2,-7,12.8
-1,1,12.8
0,0,12.8
-1,0,12.8
-2,1,12.8
3,-1,12.8
-1,0,12.8
-3,2,12.8
-3,0,12.8
4,2,12.8
-2,-1,12.8
0,0,12.8
-2,3,12.8
1,-1,12.8
1,-1,12.8
-3,3,12.8
-2,0,12.8
2,-1,12.8
-2,1,12.8
2,-1,12.8
-2,1,12.8
0,-1,12.8
0,0,12.8
0,1,12.8
-3,0,12.8
0,-2,12.8
0,2,12.8
0,1,12.8
-5,2,12.8
5,1,12.8
-5,-3,12.8
-2,0,12.8
2,7,12.8
2,0,12.8
-6,-6,12.8
6,9,12.8
0,3,12.8
2,0,12.8
-2,0,12.8
2,2,12.8
-5,4,12.8
2,9,12.8
-2,6,12.8
-2,1,12.8
0,0,12.8
0,0,12.8
0,0,12.8
-1,0,12.8
-2,3,12.8
0,0,12.8
-1,0,12.8
0,0,12.8
0,0,12.8
0,1,12.8
0,0,12.8
-5,1,12.8
-1,2,12.8
0,-2,12.8
-3,5,12.8
1,-3,12.8
-3,0,12.8
2,0,12.8
-2,0,12.8
-1,0,12.8
-1,0,12.8
1,-7,12.8
0,-1,12.8
0,0,12.8
-4,3,12.8
0,0,12.8
0,0,12.8
0,0,12.8
0,0,12.8
3,0,12.8
0,0,12.8
6,0,12.8
-5,0,12.8
0,0,12.8
2,-4,12.8
3,4,12.8
-5,9,12.8
-1,1,12.8
0,0,12.8
2,1,12.8
-4,3,12.8
2,-3,12.8
0,0,12.8
-1,3,12.8
0,0,12.8
0,0,12.8
0,0,12.8
0,0,12.8
0,0,12.8
0,0,12.8
0,0,12.8
4,1,12.8
-2,1,12.8
2,-1,12.8
0,0,12.8
-2,3,12.8
0,0,12.8
0,0,12.8
0,0,12.8
-1,2,12.8
-2,2,12.8
-1,0,12.8
1,0,12.8

