0,2,23.6
0,2,23.6
-3,7,23.6
2,2,23.6
-2,2,23.6
-1,1,23.6
2,-1,23.6
0,9,23.6
2,4,23.6
0,2,23.6
-1,2,23.6
-2,2,23.6
0,2,23.6
2,0,23.6
-2,2,23.6
1,-1,23.6
-2,4,23.6
2,3,23.6
-1,2,23.6
-1,1,23.6
-1,3,23.6
2,2,23.6
0,1,23.6
-2,2,23.6
1,-1,23.6
-2,3,23.6
2,2,23.6
2,0,23.6
-2,2,23.6
0,1,23.6
1,1,23.6
0,0,23.6
-1,1,23.6
3,0,23.6
-2,0,23.6
2,-2,23.6
-2,1,23.6
3,0,23.6
-2,2,23.6
2,0,23.6
-2,2,23.6
0,0,23.6
2,-1,23.6
-3,2,23.6
2,-2,23.6
-1,1,23.6
-2,1,23.6
0,1,23.6
2,1,23.6
1,0,23.6
-2,2,23.6
2,3,23.6
3,2,23.6
1,1,23.6
-1,2,23.6
2,-1,23.6
0,5,23.6
2,1,23.6
0,1,23.6
0,1,23.6
1,-1,23.6
0,1,23.6
3,-1,23.6
-2,2,23.6
2,-1,23.6
-1,2,23.6
2,-1,23.6
-2,2,23.6
1,0,23.6
0,0,8.7
0,-2,8.7
0,0,8.7
0,0,8.7
1,0,8.7
0,-2,8.7
-1,1,8.7
0,0,8.7
5,1,8.7
-2,-1,8.7
5,-1,8.7
-1,0,8.7
-2,0,8.7
3,-1,8.7
-2,1,8.7
1,1,8.7
-2,3,8.7
2,-1,8.7
-2,2,8.7
0,0,8.7
2,-1,8.7
3,2,8.7
2,1,8.7
-2,1,8.7
-2,1,8.7
-2,2,8.7
0,1,8.7
-2,-1,8.7
-2,1,8.7
-1,0,8.7
-1,-2,8.7
1,0,8.7
-2,1,8.7
1,0,8.7
0,0,8.7
2,1,8.7
-3,2,8.7
1,0,8.7
0,1,8.7
-2,2,8.7
2,-1,8.7
-1,1,8.7
2,1,8.7
-3,6,8.7
2,1,8.7
0,1,8.7
-2,2,8.7
2,-1,8.7
1,0,8.7
-3,3,8.7
-1,1,8.7
2,-1,8.7
-3,2,8.7
2,-1,8.7
0,0,8.7
-1,-1,8.7
-3,-1,8.7
-2,0,8.7
2,-3,8.7
-2,2,8.7
1,-1,8.7
0,0,8.7
1,-2,8.7
-4,1,8.7
4,-3,8.7
-2,1,8.7
-1,1,8.7
2,-2,8.7
-2,2,8.7
2,-1,8.7
