0,2,23.6
0,2,23.6
-3,7,23.6
2,2,23.6
-2,2,23.6
-1,1,23.6
2,-1,23.6
0,9,23.6
2,4,23.6
0,2,23.6
-1,2,23.6
-2,2,23.6
0,2,23.6
2,0,23.6
-2,2,23.6
1,-1,23.6
-2,4,23.6
2,3,23.6
-1,2,23.6
-1,1,23.6
-1,3,23.6
2,2,23.6
0,1,23.6
-2,2,23.6
1,-1,23.6
-2,3,23.6
2,2,23.6
2,0,23.6
1,2,23.6
2,1,23.6
1,1,23.6
0,0,23.6
2,1,23.6
3,0,23.6
-2,0,23.6
2,-2,23.6
-2,1,23.6
3,0,23.6
-2,2,23.6
2,0,23.6
-2,2,23.6
0,0,23.6
2,-1,23.6
-3,2,23.6
2,-2,23.6
-1,1,23.6
-2,1,23.6
0,1,23.6
2,1,23.6
1,0,23.6
-2,2,23.6
-2,3,23.6
-2,-2,23.6
1,1,23.6
-1,2,23.6
-2,-1,23.6
0,-2,23.6
2,1,23.6
0,1,23.6
-2,1,23.6
1,-1,23.6
0,1,23.6
-2,-1,23.6
-3,2,23.6
0,-1,23.6
-1,2,23.6
1,-1,23.6
-2,2,23.6
1,0,23.6

