0,0,15.2
0,0,15.2
0,0,15.2
0,0,15.2
0,0,15.2
0,3,15.2
0,3,15.2
2,2,15.2
-5,2,15.2
2,2,15.2
1,0,15.2
-3,3,15.2
2,-1,15.2
0,1,15.2
-5,3,15.2
2,0,15.2
0,1,15.2
-2,2,15.2
2,2,15.2
-2,3,15.2
-2,3,15.2
2,-1,15.2
-2,3,15.2
0,1,15.2
2,4,15.2
-5,5,15.2
3,0,15.2
2,0,15.2
-3,4,15.2
2,-1,15.2
1,7,15.2
0,2,15.2
2,-2,15.2
-4,4,15.2
1,0,15.2
5,1,15.2
-3,5,15.2
4,-2,15.2
1,0,15.2
-2,2,15.2
5,-1,15.2
-3,3,15.2
0,2,15.2
3,-1,15.2
-2,3,15.2
0,0,15.2
2,0,15.2
-4,6,15.2
3,-2,15.2
2,0,15.2
-2,2,15.2
3,2,15.2
-5,6,15.2
1,-2,15.2
0,0,15.2
-2,3,15.2
4,-2,15.2
-3,4,15.2
0,2,15.2
2,-1,15.2
-3,3,15.2
2,-1,15.2
0,1,15.2
-4,5,15.2
4,-3,15.2
-3,3,15.2
0,0,15.2
2,-3,15.2
-5,5,15.2
2,-3,15.2
0,0,15.2
-1,1,15.2
2,-4,15.2
-5,3,15.2
0,-2,15.2
2,-2,15.2
-3,3,15.2
2,-3,15.2
-4,2,15.2
-2,2,15.2
2,-3,15.2
-2,2,15.2
-1,0,15.2
1,-1,15.2
-2,3,15.2
2,-1,15.2
-1,1,15.2
-2,2,15.2
2,-1,15.2
-2,5,15.2
-2,3,15.2
3,-2,15.2
-2,3,15.2
1,-3,15.2
-2,3,15.2
-1,2,15.2
1,-4,15.2
-2,3,15.2
1,-1,15.2
5,0,15.2
-4,6,15.2
4,-3,15.2
1,0,15.2
-2,2,15.2
1,-1,15.2
0,2,15.2
1,0,15.2
1,-4,15.2
-2,3,15.2
0,0,15.2
2,1,15.2
-2,2,15.2
4,-3,15.2
-2,2,15.2
1,0,15.2
3,0,15.2
-2,3,15.2
2,0,15.2
0,0,15.2
-2,2,15.2
4,-1,15.2
0,3,15.2
-1,3,15.2
2,-1,15.2
-2,3,15.2
2,-2,15.2
2,3,15.2
-2,6,15.2
3,-2,15.2
-2,2,15.2
-1,1,15.2
5,-1,15.2
-2,6,15.2
2,1,15.2
1,0,15.2
-2,3,15.2
2,-2,15.2
2,1,15.2
-3,5,15.2
4,-3,15.2
-2,3,15.2
1,-1,15.2
2,2,15.2
-3,6,15.2
2,-1,15.2
-2,2,15.2
1,0,15.2
4,-1,15.2
-2,6,15.2
0,2,15.2
2,-1,15.2
-2,2,15.2
5,-1,15.2
0,4,15.2
-1,3,15.2
2,-2,15.2
-2,2,15.2
4,-1,15.2
-2,6,15.2
0,2,15.2
3,-3,15.2
-2,3,15.2
2,-1,15.2
3,2,15.2
-4,7,15.2
3,-2,15.2
0,1,15.2
-1,1,15.2
3,-2,15.2
-2,4,15.2
0,1,15.2
2,-1,15.2
-2,3,15.2
3,-2,15.2
-3,6,15.2
2,-1,15.2
1,-1,15.2
-2,2,15.2
2,0,15.2
-2,5,15.2
-2,3,15.2
2,-2,15.2
-2,2,15.2
1,0,15.2
2,1,15.2
-3,6,15.2
2,-2,15.2
-1,2,15.2
-1,1,15.2
1,-2,15.2
-3,4,15.2
1,-1,15.2
2,-2,15.2
-2,3,15.2
2,-2,15.2
-2,2,15.2
-3,5,15.2
1,-1,15.2
-1,1,15.2
0,0,15.2

