0,3,26.3
0,3,26.3
0,3,26.3
0,6,26.3
2,1,26.3
-2,2,26.3
0,0,26.3
2,6,26.3
2,2,26.3
-2,2,26.3
0,2,26.3
1,5,26.3
2,1,26.3
-1,2,26.3
-1,2,26.3
-2,6,26.3
1,3,26.3
-1,1,26.3
1,0,26.3
0,6,26.3
2,2,26.3
-1,1,26.3
2,-1,26.3
-1,5,26.3
2,2,26.3
1,1,26.3
-2,1,26.3
5,3,26.3
1,2,26.3
-2,2,26.3
1,-1,26.3
0,4,26.3
1,2,26.3
-1,1,26.3
-2,1,26.3
0,1,26.3
-2,2,26.3
0,1,26.3
0,1,26.3
0,3,26.3
0,1,26.3
0,1,26.3
-1,1,26.3
0,1,26.3
-2,1,26.3
0,-2,26.3
-2,-2,26.3
-1,-1,26.3
-1,0,26.3
1,-1,26.3
-2,0,26.3
-2,-1,26.3
0,0,26.3
-1,0,26.3
0,3,26.3
1,0,26.3
-2,2,26.3
1,-1,26.3
3,5,26.3
2,0,26.3
-1,1,26.3
